Source,Fishing period,Species fishing year start month,Species code,Fishstock Code,Fishstock fishing year start month,Name,TAC allowance,Reported comm. catch (kg),Reported comm. catch (units),TACC (kg),Cust. allow. (kg),Rec. allow. (kg),Target,In QMS
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,KWH,KWH7A,10,Knobbed whelk Nelson/Marlborough,53000,,,50000,1000,1000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,KWH,KWH7B,10,Knobbed whelk West Coast,3000,,,1000,1000,1000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,KWH,KWH9,10,Knobbed whelk Auckland (West),3000,,,1000,1000,1000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,LDO,LDO10,10,Lookdown Dory Kermadec,1000,,,1000,0,0,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,LEA,LEA10,10,Leatherjacket Kermadec,0,0,,0,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,LEA,LEA4,10,Leatherjacket South-East(Chatham Rise),10000,,,7000,1000,1000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,LFE,LFE11,10,Long-finned eel Nelson/Marlborough,3000,,,1000,1000,1000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,LFE,LFE13,2,Long-finned eel Lake Ellesmere,3000,,,1000,1000,1000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,LFE,LFE17,10,Long-finned eel South-East(Chatham Rise),3000,,,1000,1000,1000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,LIN,LIN10,10,Ling Kermadec,,,,10000,,,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,MDI,MDI1,4,Trough Shell Auckland (East),1000,,,1000,,,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,MDI,MDI2,4,Trough Shell Central (East),66000,,,63000,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,MDI,MDI3,4,Trough Shell South-East (Coast),1000,,,1000,,,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,MDI,MDI4,4,Trough Shell South-East (Chatham Rise),1000,,,1000,,,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,MDI,MDI5,4,Trough Shell Southland,14000,,,14000,,,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,MDI,MDI8,4,Trough Shell Central (West),27000,,,27000,,,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,MDI,MDI9,4,Trough Shell Auckland (West),27000,,,27000,,,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,MMI,MMI1,4,Large trough shell Auckland (East),2000,,,2000,,,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,MMI,MMI2,4,Large trough shell Central (East),3000,,,3000,,,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,MMI,MMI4,4,Large trough shell South-East (Chatham Rise),1000,,,1000,,,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,MMI,MMI5,4,Large trough shell Southland,1000,,,1000,,,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,MMI,MMI9,4,Large trough shell Auckland (West),25000,,,25000,,,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,MOK,MOK10,10,Blue Moki Kermadec,,0,,10000,,,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,OEO,OEO10,10,Oreo Kermadec,,,,10000,,,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,ORH,ORH10,10,Orange Roughy Kermadec,,,,10000,,,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,OYS,OYS1,10,Dredge Oyster Auckland (East),4000,,,1000,1000,1000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,OYS,OYS2A,10,Dredge Oyster Part Central (East),4000,,,1000,1000,1000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,OYS,OYS3,10,Dredge Oyster South-East (Coast),7000,,,2000,2000,2000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,OYS,OYS4,10,Dredge Oyster South-East (Chatham Rise),50000,,,43500,2000,2000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,OYS,OYS5A,10,Dredge Oyster Non-Foveaux Strait Southland,8000,,,3000,2000,2000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,OYS,OYS7,10,Dredge Oyster Nelson/Marlborough fishery,,,,505000,,,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,OYS,OYS7A,10,Dredge Oyster West Coast,4000,,,1000,1000,1000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,OYS,OYS7B,10,Dredge Oyster North and West of Farewell Spit,4000,,,1000,1000,1000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,OYS,OYS7C,10,"Dredge Oyster Clarence Pt to West Head,Tory Channel",72000,,,63000,1000,1000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,OYS,OYS8A,10,Dredge Oyster Part Central (Egmont),4000,,,1000,1000,1000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,OYS,OYS9,10,Dredge Oyster Auckland (West),4000,,,1000,1000,1000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PAD,PAD10,10,Paddle Crab  Kermadec,0,,,0,,,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PAD,PAD6,10,Paddle Crab  Sub-Antartic,0,0,,0,,,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PAD,PAD9,10,Paddle Crab  Auckland(West),130000,,,100000,10000,20000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PAR,PAR10,10,Parore Kermadec,0,,,0,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PAR,PAR2,10,"Parore 2,3,4,5,6,7, and 8 (Combined)",4000,,,2000,1000,1000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PAU,PAU1,10,Paua Auckland,,0,,1930,,,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PAU,PAU10,10,Paua Kermadec,,,,1000,,,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PAU,PAU6A,10,Paua Sub-Antarctic,,,,,,,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,PDO,PDO1,4,Deepwater tuatua Auckland (East),1000,,,1000,,,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,PDO,PDO2,4,Deepwater tuatua Central (East),509000,,,466000,9000,9000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,PDO,PDO4,4,Deepwater tuatua South-East (Chatham Rise),3000,,,1000,1000,1000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,PDO,PDO5,4,Deepwater tuatua Southland,3000,,,1000,1000,1000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,PDO,PDO9,4,Deepwater tuatua Auckland (West),53000,,,1000,26000,26000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PIL,PIL10,10,Pilchards  Kermadec,0,,,0,,,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PIL,PIL3,10,"Pilchard South-East(Coast), Southland, Sub-Antarctic",67000,,,60000,2000,5000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,POR,POR10,10,Porae Kermadec,4000,,,1000,1000,1000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PPI,PPI1A,10,Pipi Whangarei Harbour fishery,250000,,,200000,25000,25000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PPI,PPI1B,10,Pipi East Northland,160000,,,0,76000,76000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PPI,PPI1C,10,Pipi Hauraki Gulf and Bay of Plenty,243000,,,3000,115000,115000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PPI,PPI2,10,Pipi Central (East),7000,,,0,3000,3000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PPI,PPI3,10,Pipi South-East (Coast),19000,,,0,9000,9000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PPI,PPI4,10,Pipi South-East (Chatham Rise),3000,,,0,1000,1000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PPI,PPI5,10,Pipi Southland and Sub-Antarctic (Combined),3000,,,0,1000,1000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PPI,PPI7,10,Pipi Challenger/Central (Plateau),4000,,,1000,1000,1000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PPI,PPI8,10,Pipi Challenger (South),3000,,,0,1000,1000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PPI,PPI9,10,Pipi Auckland (West),21000,,,0,10000,10000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PRK,PRK10,10,Prawn Killer Kermadec,0,,,0,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PRK,PRK5,10,Prawn Killer Southland,1000,,,1000,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PRK,PRK6A,10,Prawn killer Auckland Islands,1000,,,1000,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PRK,PRK6B,10,Prawn killer Part Sub-Antarctic,1000,,,1000,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PRK,PRK8,10,Prawn Killer Central(West),1000,,,1000,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PRK,PRK9,10,Prawn Killer Auckland(West),1000,,,1000,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PZL,PZL1,10,Deepwater clam Auckland (East),1500,,,1200,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PZL,PZL2,10,Deepwater clam Central (East),1500,,,1200,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PZL,PZL3,10,Deepwater clam South-East (Coast),1500,,,1200,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PZL,PZL4,10,Deepwater clam South-East (Chatham Rise),1500,,,1200,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PZL,PZL5,10,Deepwater clam Southland & Sub-Antarctic,1500,,,1200,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PZL,PZL8,10,Deepwater clam Central (West),1500,,,1200,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PZL,PZL9,10,Deepwater clam Auckland (West),1500,,,1200,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,RBT,RBT10,10,Redbait Kermadec,0,,,0,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,RBY,RBY10,10,Ruby Fish Kermadec,0,,,0,0,0,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,RBY,RBY6,10,Ruby Fish Sub-Antartic,0,,,0,0,0,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,RCO,RCO10,10,Red Cod Kermadec,,,,10000,,,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,RIB,RIB10,10,Ribaldo Kermadec,0,,,0,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,RSK,RSK10,10,Rough Skate Kermadec,0,0,,0,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,RSN,RSN10,10,Red Snapper Kermadec,4000,,,1000,1000,1000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,SAE,SAE1,4,Triangle shell Auckland (East),9000,,,9000,,,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,SAE,SAE2,4,Triangle shell Central (East),132000,,,125000,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,SAE,SAE4,4,Triangle shell South-East (Chatham Rise),1000,,,1000,,,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,SAE,SAE5,4,Triangle shell Southland,3000,,,3000,,,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,SAE,SAE9,4,Triangle shell Auckland (West),8000,,,8000,,,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,SCA,SCA1A,4,Scallop Eastern Bay of Plenty,8000,,,1000,3000,3000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,SCA,SCA2A,4,Scallop Part Central (East),4000,,,1000,1000,1000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,SCA,SCA3,4,Scallop South-East and part Chatham Rise,4000,,,1000,1000,1000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,SCA,SCA4,4,Scallop Chatham Islands scallop fishery,26000,,,23000,1000,1000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,SCA,SCA5,4,Scallop Southland and Sub-Antarctic (Combined),8000,,,1000,3000,3000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,SCA,SCA7,4,Scallop Southern scallop fishery,520000,,,400000,40000,40000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,SCA,SCA7A,4,Scallop West Coast,4000,,,1000,1000,1000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,SCA,SCA7B,4,Scallop North and West of Farewell Spit,2000,,,1000,0,0,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,SCA,SCA7C,4,"Scallop Clarence Pt to West Head, Tory Channel",4000,,,1000,1000,1000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,SCA,SCA8A,4,Scallop Part Central (Egmont),4000,,,1000,1000,1000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,SCA,SCA9A,4,Scallop Part Auckland (West),26000,,,1000,12000,12000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,SCC,SCC10,4,Sea cucumber Kermadec,0,,,0,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,SCC,SCC6,4,Sea cucumber Sub-Antarctic,0,0,,0,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,SCC,SCC7D,4,Sea cucumber Challenger (Westland),4000,,,2000,1000,1000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SCH,SCH10,10,School Shark Kermadec,,,,10000,,,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SCI,SCI10,10,Scampi Kermadec,0,,,0,0,0,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SCI,SCI8,10,Scampi Central (Egmont),5000,,,5000,0,0,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SFE,SFE17,10,Short-finned eel South-East(Chatham Rise),15000,,,10000,3000,1000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SKI,SKI10,10,Gemfish Kermadec,,,,10000,,,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SNA,SNA10,10,Snapper Kermadec,,0,,10000,,,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SPD,SPD10,10,Spiny Dogfish Kermadec,2000,,,0,1000,1000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SPE,SPE10,10,Sea Perch Kermadec,0,,,0,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SPR,SPR10,10,Sprats  Kermadec,0,,,0,,,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SPR,SPR3,10,"Sprats South-East(Coast), Southland, Sub-Antartic",300000,,,285000,5000,10000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SPR,SPR4,10,Sprats  South-East(Chatham Rise),15000,,,10000,2000,3000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SPR,SPR7,10,Sprats  Challenger,100000,,,85000,5000,10000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SSK,SSK10,10,Smooth Skate Kermadec,0,,,0,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,STA,STA10,10,Stargazer Kermadec,,,,10000,,,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SUR,SUR10,10,Kina Kermadec,0,,,0,0,0,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SUR,SUR7B,10,Kina Challenger (Westland),26000,,,10000,10000,5000,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SWA,SWA10,10,Silver Warehou Kermadec,,,,10000,,,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,TAR,TAR10,10,Tarakihi Kermadec,,,,10000,,,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,TRE,TRE10,10,Trevally Kermadec,,,,10000,,,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,TRU,TRU10,10,Trumpeter Kermadec,0,,,0,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,TUA,TUA1A,10,Tuatua East Northland,84000,,,0,40000,40000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,TUA,TUA1B,10,Tuatua Hauraki Gulf and Bay of Plenty,126000,,,0,60000,60000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,TUA,TUA2,10,Tuatua Central (East),7000,,,0,3000,3000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,TUA,TUA3,10,Tuatua South-East (Coast),7000,,,0,3000,3000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,TUA,TUA4,10,Tuatua South-East (Chatham Rise),3000,,,0,1000,1000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,TUA,TUA5,10,Tuatua Southland and Sub-Antarctic (Combined),3000,,,0,1000,1000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,TUA,TUA7,10,Tuatua Challenger/Central (Plateau),3000,,,0,1000,1000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,TUA,TUA8,10,Tuatua Challenger (South),5000,,,0,2000,2000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,TUA,TUA9,10,Tuatua Auckland (West),102000,,,43000,26000,26000,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,WAR,WAR10,10,Blue Warehou Kermadec,,,,10000,,,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,WWA,WWA10,10,White Warehou Kermadec,0,,,0,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,WWA,WWA8,10,White Warehou Central(West),1000,,,1000,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,WWA,WWA9,10,White Warehou Auckland(West),0,,,0,0,0,No,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,YEM,YEM4,10,Yellow Eyed Mullet  South-East(Chatham Rise),0,,,0,0,0,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,YEM,YEM6,10,Yellow Eyed Mullet  Sub-Antartic,0,,,0,0,0,Yes,Yes
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SKJ,SKJ1,10,Skipjack All NZ Fisheries,,3818625,,,,,Yes,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,ALB,ALB1,10,Albacore All NZ Fisheries,,2641785,,,,,Yes,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,ULV,ULV1,10,Ulva Auckland (East),,120000,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,OCT,OCT3,10,Octopus South-East(Coast),,59577,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,OCT,OCT5,10,Octopus Southland,,15034,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,NSD,NSD7,10,Northern Spiny Dogfish Challenger,,13706,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,CAT,CAT8,10,Catfish (Freshwater) Central(West),,13313,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PTE,PTE2,10,Agar weed Central (East),,12415,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,OCT,OCT1,10,Octopus Auckland(East),,9832,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,OCT,OCT2,10,Octopus Central(East),,7713,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,NSD,NSD1,10,Northern Spiny Dogfish Auckland(East),,6512,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,OCT,OCT7,10,Octopus Challenger,,6085,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,KOI,KOI9,10,Koi Carp Auckland(West),,5746,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,SAM,SAM3,10,Quinnat Salmon South-East(Coast),,4149,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,MSP,MSP9,10,Green Mussel Spat Auckland (West),,4080,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,KBB,KBB3F,10,Bladder Kelp (Free-floating) South-East (Coast),,3560,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,CAT,CAT1,10,Catfish (Freshwater) Auckland(East),,3480,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,CRB,CRB6,10,Crab Sub-Antartic,,3005,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,BMA,BMA1,10,Blue Maomao Auckland(East),,2508,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,BMA,BMA9,10,Blue Maomao Auckland(West),,1235,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,CAU,CAU9,10,Goldfish Auckland(West),,1216,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,OCT,OCT6,10,Octopus Sub-Antarctic,,950,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,OCT,OCT8,10,Octopus Central(West),,734,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,NSD,NSD9,10,Northern Spiny Dogfish Auckland(West),,678,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,OCT,OCT4,10,Octopus South-East(Chatham Rise),,603,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,EEL,EEL3,10,"Eels, Marine South-East(Coast)",,459,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,OCT,OCT9,10,Octopus Auckland(West),,313,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,KOI,KOI1,10,Koi Carp Auckland(East),,305,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,CAU,CAU1,10,Goldfish Auckland(East),,282,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,NSD,NSD3,10,Northern Spiny Dogfish South-East(Coast),,235,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,CRB,CRB5,10,Crab Southland,,204,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,CRB,CRB3,10,Crab South-East(Coast),,172,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,KTA,KTA1,10,King Tarakihi Auckland (East),,136,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,KBL,KBL2,10,Bull kelp Central (East),,120,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,EEL,EEL4,10,"Eels, Marine South-East(Chatham Rise)",,89,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,CRB,CRB2,10,Crab Central(East),,85,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,BMA,BMA8,10,Blue Maomao Central(West),,20,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,BMA,BMA2,10,Blue Maomao Central(East),,18,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,NSD,NSD4,10,Northern Spiny Dogfish South-East(Chatham Rise),,15,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,KOI,KOI2,10,Koi Carp Central(East),,8,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,CAU,CAU2,10,Goldfish Central(East),,7,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,NSD,NSD5,10,Northern Spiny Dogfish Southland,,6,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,EEL,EEL2,10,"Eels, Marine Central(East)",,3,,,,,No,No
