"","species","fishing_year","avg_price","wt_ace_2","wt_ace_1"
"1393","Tarakihi","2013",2.975,0.74375,2.23125
"1394","Tarakihi","2014",2.845,0.71125,2.13375
"1395","Tarakihi","2015",2.62375,0.6559375,1.9678125
"1396","Tarakihi","2016",2.65875,0.6646875,1.9940625
"1397","Tarakihi","2017",2.45375,0.6134375,1.8403125
"1398","Tarakihi","2018",2.699282432,0.674820608,2.024461824
"1399","Tarakihi","2019",2.773432573,0.69335814325,2.08007442975
"1400","Tarakihi","2020",2.64023756225,0.6600593905625,1.9801781716875
"1401","Tarakihi","2021",2.9251820585,0.731295514625,2.193886543875
"1402","Trevally","2008",1.57,0.3925,1.1775
"1403","Trevally","2009",1.57,0.3925,1.1775
"1404","Trevally","2010",1.766,0.4415,1.3245
"1405","Trevally","2011",1.766,0.4415,1.3245
"1406","Trevally","2012",1.92,0.48,1.44
"1407","Trevally","2013",1.554,0.3885,1.1655
"1408","Trevally","2014",1.502,0.3755,1.1265
"1409","Trevally","2015",1.346,0.3365,1.0095
"1410","Trevally","2016",1.42,0.355,1.065
"1411","Trevally","2017",1.208,0.302,0.906
"1412","Trevally","2018",1.2755562024,0.3188890506,0.9566671518
"1413","Trevally","2019",1.5368387378,0.38420968445,1.15262905335
"1414","Trevally","2020",1.6765984942,0.41914962355,1.25744887065
"1415","Trevally","2021",1.7889023052,0.4472255763,1.3416767289
"1416","Trumpeter","2008",2.1,0.525,1.575
"1417","Trumpeter","2009",2.1,0.525,1.575
"1418","Trumpeter","2010",2.85625,0.7140625,2.1421875
"1419","Trumpeter","2011",2.09,0.5225,1.5675
"1420","Trumpeter","2012",2.07222222222222,0.518055555555555,1.55416666666667
"1421","Trumpeter","2013",1.993,0.49825,1.49475
"1422","Trumpeter","2014",2.025,0.50625,1.51875
"1423","Trumpeter","2015",2.052,0.513,1.539
"1424","Trumpeter","2016",2.262,0.5655,1.6965
"1425","Trumpeter","2017",2.504,0.626,1.878
"1426","Trumpeter","2018",2.4000971855,0.600024296375,1.800072889125
"1427","Trumpeter","2019",2.5509777429,0.637744435725,1.913233307175
"1428","Trumpeter","2020",2.6847108897,0.671177722425,2.013533167275
"1429","Trumpeter","2021",2.9449877312,0.7362469328,2.2087407984
"1430","Tuatua","2008",1.25,0.3125,0.9375
"1431","Tuatua","2009",1.25,0.3125,0.9375
"1432","Tuatua","2010",1.51,0.3775,1.1325
"1433","Tuatua","2011",1.52,0.38,1.14
"1434","Tuatua","2012",1.51,0.3775,1.1325
"1435","Tuatua","2013",1.51,0.3775,1.1325
"1436","Tuatua","2014",1.51,0.3775,1.1325
"1437","Tuatua","2015",1.51,0.3775,1.1325
"1438","Tuatua","2016",1.51,0.3775,1.1325
"1439","Tuatua","2017",1.51,0.3775,1.1325
"1440","Tuatua","2018",1.51,0.3775,1.1325
"1441","Tuatua","2019",1.51,0.3775,1.1325
"1442","Tuatua","2020",1.51,0.3775,1.1325
"1443","Tuatua","2021",1.51,0.3775,1.1325
"1444","White Warehou","2008",1.37375,0.3434375,1.0303125
"1445","White Warehou","2009",1.37375,0.3434375,1.0303125
"1446","White Warehou","2010",2.29375,0.5734375,1.7203125
"1447","White Warehou","2011",1.55375,0.3884375,1.1653125
"1448","White Warehou","2012",1.53888888888889,0.384722222222222,1.15416666666667
"1449","White Warehou","2013",1.45888888888889,0.364722222222222,1.09416666666667
"1450","White Warehou","2014",1.48666666666667,0.371666666666667,1.115
"1451","White Warehou","2015",1.54,0.385,1.155
"1452","White Warehou","2016",1.65333333333333,0.413333333333333,1.24
"1453","White Warehou","2017",NA,NA,NA
"1454","White Warehou","2018",1.688412886,0.4221032215,1.2663096645
"1455","White Warehou","2019",1.64799707411111,0.411999268527778,1.23599780558333
"1456","White Warehou","2020",1.73395610611111,0.433489026527778,1.30046707958333
"1457","White Warehou","2021",1.69834803911111,0.424587009777778,1.27376102933333
"1458","Yellow eyed Mullet","2008",1.61142857142857,0.402857142857143,1.20857142857143
"1459","Yellow eyed Mullet","2009",1.61142857142857,0.402857142857143,1.20857142857143
"1460","Yellow eyed Mullet","2010",3.38142857142857,0.845357142857143,2.53607142857143
"1461","Yellow eyed Mullet","2011",3.71,0.9275,2.7825
"1462","Yellow eyed Mullet","2012",3.68,0.92,2.76
"1463","Yellow eyed Mullet","2013",3.73571428571429,0.933928571428571,2.80178571428571
"1464","Yellow eyed Mullet","2014",3.73571428571429,0.933928571428571,2.80178571428571
"1465","Yellow eyed Mullet","2015",3.68285714285714,0.920714285714286,2.76214285714286
"1466","Yellow eyed Mullet","2016",3.60285714285714,0.900714285714286,2.70214285714286
"1467","Yellow eyed Mullet","2017",3.70142857142857,0.925357142857143,2.77607142857143
"1468","Yellow eyed Mullet","2018",3.70057994142857,0.925144985357143,2.77543495607143
"1469","Yellow eyed Mullet","2019",3.71845763485714,0.929614408714286,2.78884322614286
"1470","Yellow eyed Mullet","2020",3.71845763485714,0.929614408714286,2.78884322614286
"1471","Yellow eyed Mullet","2021",3.71845763485714,0.929614408714286,2.78884322614286
"1472","Yellow Eyed Mullet","2012",3.71,0.9275,2.7825
"1473","Yellow Eyed Mullet","2013",3.68,0.92,2.76
"1474","Yellow Eyed Mullet","2014",3.68,0.92,2.76
"1475","Yellow Eyed Mullet","2015",3.68,0.92,2.76
"1476","Yellow Eyed Mullet","2016",3.68,0.92,2.76
"1477","Yellow Eyed Mullet","2017",3.68,0.92,2.76
"1478","Yellow Eyed Mullet","2018",3.68,0.92,2.76
"1479","Yellow Eyed Mullet","2019",3.68,0.92,2.76
"1480","Yellow Eyed Mullet","2020",3.68,0.92,2.76
"1481","Yellow Eyed Mullet","2021",3.68,0.92,2.76
"1482","Yellowfin Tuna","2008",6.98,1.745,5.235
"1483","Yellowfin Tuna","2009",6.98,1.745,5.235
"1484","Yellowfin Tuna","2010",10.47,2.6175,7.8525
"1485","Yellowfin Tuna","2011",6.51,1.6275,4.8825
"1486","Yellowfin Tuna","2012",6.46,1.615,4.845
"1487","Yellowfin Tuna","2013",6.46,1.615,4.845
"1488","Yellowfin Tuna","2014",6.46,1.615,4.845
"1489","Yellowfin Tuna","2015",6.46,1.615,4.845
"1490","Yellowfin Tuna","2016",6.46,1.615,4.845
"1491","Yellowfin Tuna","2017",6.46,1.615,4.845
"1492","Yellowfin Tuna","2018",6.46,1.615,4.845
"1493","Yellowfin Tuna","2019",6.46,1.615,4.845
"1494","Yellowfin Tuna","2020",6.46,1.615,4.845
"1495","Yellowfin Tuna","2021",6.46,1.615,4.845
